"Year","matmort","neomort","under5mort","infantmort","ISO"
2018,NA,12.8,19.2,17.1,"KGZ"
2019,NA,12.2,18.3,16.4,"KGZ"
2000,488,35.2,106.3,79.2,"KHM"
2001,456,33.4,96.6,73.4,"KHM"
2002,430,31.5,86.7,67.3,"KHM"
2003,404,29.7,78,61.8,"KHM"
2004,378,28.2,70.7,56.9,"KHM"
2005,351,26.8,64.7,52.8,"KHM"
2006,326,25.6,59.7,49.3,"KHM"
2007,303,24.5,55.4,46.2,"KHM"
2008,284,23.5,51.3,43.2,"KHM"
2009,265,22.4,47.5,40.2,"KHM"
2010,248,21.3,43.8,37.3,"KHM"
2011,232,20.3,40.5,34.6,"KHM"
2012,215,19.3,37.7,32.3,"KHM"
2013,202,18.3,35.3,30.3,"KHM"
2014,189,17.2,33.4,28.7,"KHM"
2015,178,16.4,31.8,27.3,"KHM"
2016,168,15.6,30.3,26,"KHM"
2017,160,14.9,29,24.9,"KHM"
2018,NA,14.3,27.7,23.8,"KHM"
2019,NA,13.8,26.6,22.9,"KHM"
2000,136,28,68.1,51.7,"KIR"
2001,131,27.4,66.6,50.7,"KIR"
2002,127,26.9,65.5,50,"KIR"
2003,124,26.5,64.8,49.5,"KIR"
2004,121,26.2,64.6,49.4,"KIR"
2005,119,26,64.7,49.4,"KIR"
2006,117,25.8,65.1,49.7,"KIR"
2007,115,25.8,65.5,50,"KIR"
2008,115,25.7,65.6,50,"KIR"
2009,113,25.6,65.2,49.8,"KIR"
2010,112,25.4,64.4,49.3,"KIR"
2011,110,25.2,63.3,48.6,"KIR"
2012,107,24.8,62.1,47.8,"KIR"
2013,104,24.4,60.8,46.8,"KIR"
2014,100,24,59.2,45.8,"KIR"
2015,97,23.6,57.6,44.7,"KIR"
2016,94,23.2,56,43.6,"KIR"
2017,92,22.8,54.5,42.6,"KIR"
2018,NA,22.3,52.8,41.4,"KIR"
2019,NA,21.9,51.2,40.3,"KIR"
2000,NA,16.6,23.8,19.8,"KNA"
2001,NA,16,22.7,18.9,"KNA"
2002,NA,15.3,21.6,18,"KNA"
2003,NA,14.6,20.6,17.2,"KNA"
2004,NA,13.9,19.8,16.5,"KNA"
2005,NA,13.3,19.1,15.9,"KNA"
2006,NA,12.8,18.6,15.5,"KNA"
2007,NA,12.4,18.1,15.2,"KNA"
2008,NA,12.1,17.9,14.9,"KNA"
2009,NA,11.8,17.7,14.7,"KNA"
2010,NA,11.7,17.5,14.6,"KNA"
2011,NA,11.6,17.4,14.5,"KNA"
2012,NA,11.5,17.4,14.5,"KNA"
2013,NA,11.5,17.3,14.5,"KNA"
2014,NA,11.4,17.2,14.3,"KNA"
2015,NA,11.2,16.9,14.1,"KNA"
2016,NA,11.1,16.6,13.9,"KNA"
2017,NA,10.8,16.2,13.6,"KNA"
2018,NA,10.6,15.8,13.3,"KNA"
2019,NA,10.3,15.4,12.9,"KNA"
2000,17,3.4,7.5,6.5,"KOR"
2001,15,3.2,7.1,6.1,"KOR"
2002,15,3,6.8,5.8,"KOR"
2003,16,2.8,6.4,5.5,"KOR"
2004,15,2.6,6,5.1,"KOR"
2005,15,2.4,5.6,4.8,"KOR"
2006,14,2.2,5.2,4.4,"KOR"
2007,15,2,4.8,4.1,"KOR"
2008,15,1.9,4.5,3.9,"KOR"
2009,16,1.8,4.3,3.7,"KOR"
2010,15,1.8,4.1,3.5,"KOR"
2011,14,1.7,4,3.4,"KOR"
2012,13,1.7,3.8,3.3,"KOR"
2013,13,1.7,3.7,3.2,"KOR"
2014,12,1.7,3.6,3.1,"KOR"
2015,12,1.6,3.5,3,"KOR"
2016,11,1.6,3.4,2.9,"KOR"
2017,11,1.6,3.3,2.8,"KOR"
2018,NA,1.5,3.2,2.8,"KOR"
2019,NA,1.5,3.1,2.7,"KOR"
2000,10,6.6,12.4,10.7,"KWT"
2001,10,6.4,12.2,10.5,"KWT"
2002,10,6.2,12,10.3,"KWT"
2003,10,6.1,11.8,10.1,"KWT"
2004,10,5.9,11.6,10,"KWT"
2005,10,5.8,11.4,9.8,"KWT"
2006,10,5.8,11.2,9.7,"KWT"
2007,10,5.7,11.1,9.5,"KWT"
2008,10,5.7,10.9,9.4,"KWT"
2009,10,5.6,10.7,9.2,"KWT"
2010,10,5.5,10.4,8.9,"KWT"
2011,10,5.3,10,8.5,"KWT"
2012,11,5.2,9.6,8.2,"KWT"
2013,11,5.1,9.2,7.9,"KWT"
2014,11,5,8.9,7.7,"KWT"
2015,11,4.9,8.8,7.5,"KWT"
2016,12,4.9,8.7,7.4,"KWT"
2017,12,4.9,8.7,7.4,"KWT"
2018,NA,4.9,8.7,7.5,"KWT"
2019,NA,4.9,8.8,7.5,"KWT"
2000,97,16.76799453,34.53067239,28.63435139,NA
2001,95,16.0413878,32.80268569,27.25693197,NA
2002,94,15.3129255,31.20068476,26.00031568,NA
2003,93,14.59482592,29.69417971,24.79285677,NA
2004,94,13.92541641,28.28447652,23.68366428,NA
2005,91,13.35081711,26.9916709,22.63954475,NA
2006,90,12.84173723,25.81006924,21.69189635,NA
2007,89,12.43150733,24.72318883,20.81846243,NA
2008,88,12.04682951,23.72571791,19.9930942,NA
2009,88,11.66862175,22.78717149,19.24255999,NA
2010,85,11.39227783,25.44522014,19.77104324,NA
2011,82,11.03425255,21.13768814,17.88867278,NA
2012,80,10.73107879,20.38367184,17.27467847,NA
2013,79,10.43493838,19.71268778,16.71357922,NA
2014,78,10.12184611,19.11072956,16.21537858,NA
2015,77,9.892097669,18.50205495,15.70435347,NA
2016,75,9.94600737,18.30180177,15.5991091,NA
2017,73,9.643580086,17.48914957,14.86857569,NA
2018,NA,9.499187663,16.97947739,14.4621161,NA
2019,NA,9.207410123,16.4681102,14.04537177,NA
2000,544,38.2,107.2,76.5,"LAO"
2001,517,37.3,103.1,73.9,"LAO"
2002,491,36.4,98.9,71.3,"LAO"
2003,465,35.5,94.8,68.7,"LAO"
2004,437,34.6,90.8,66.1,"LAO"
2005,410,33.6,86.8,63.6,"LAO"
2006,385,32.7,82.9,61.1,"LAO"
2007,360,31.7,79.1,58.7,"LAO"
2008,336,30.7,75.4,56.3,"LAO"
2009,314,29.8,71.7,54,"LAO"
2010,292,28.9,68.3,51.8,"LAO"
2011,272,28,65.1,49.7,"LAO"
2012,254,27.2,61.9,47.6,"LAO"
2013,238,26.3,59,45.7,"LAO"
2014,223,25.5,56.3,43.8,"LAO"
2015,209,24.8,53.8,42.1,"LAO"
2016,196,24.1,51.5,40.5,"LAO"
2017,185,23.5,49.4,39.1,"LAO"
2018,NA,22.8,47.5,37.8,"LAO"
2019,NA,22.2,45.7,36.5,"LAO"
2000,28,11.7,19.9,17,"LBN"
2001,27,10.9,18.7,16,"LBN"
2002,26,10.2,17.5,15.1,"LBN"
2003,25,9.6,16.4,14.1,"LBN"
2004,24,8.9,15.2,13.1,"LBN"
2005,24,8.2,14.1,12.1,"LBN"
2006,24,7.6,13,11.2,"LBN"
2007,23,7,12.1,10.4,"LBN"
2008,23,6.6,11.4,9.8,"LBN"
2009,23,6.2,10.7,9.2,"LBN"
2010,23,5.9,10.2,8.7,"LBN"
2011,25,5.6,9.7,8.3,"LBN"
2012,25,5.4,9.3,8,"LBN"
2013,27,5.2,9,7.7,"LBN"
2014,28,5,8.6,7.4,"LBN"
2015,29,4.8,8.3,7.1,"LBN"
2016,29,4.6,8,6.8,"LBN"
2017,29,4.4,7.7,6.6,"LBN"
2018,NA,4.3,7.4,6.4,"LBN"
2019,NA,4.1,7.2,6.2,"LBN"
2000,894,48.1,189.7,127.9,"LBR"
2001,913,46,176.6,119.7,"LBR"
2002,1010,43.9,163.7,111.9,"LBR"
2003,878,41.9,151.3,104.3,"LBR"
2004,837,40,139.8,97.2,"LBR"
2005,816,38.4,129.6,90.7,"LBR"
2006,782,36.9,121,85.3,"LBR"
2007,754,35.6,114,80.8,"LBR"
2008,738,34.5,108.2,77.2,"LBR"
2009,724,33.5,103.6,74.2,"LBR"
2010,708,32.9,99.8,71.8,"LBR"
2011,694,32.5,96.7,69.9,"LBR"
2012,683,32.3,94.2,68.3,"LBR"
2013,674,32.3,92,66.9,"LBR"
2014,688,32.3,92.1,66,"LBR"
2015,691,32.2,88.3,64.4,"LBR"
2016,661,32,86.1,63.1,"LBR"
2017,661,31.8,84.3,62,"LBR"
2018,NA,31.4,82.5,60.8,"LBR"
2019,NA,31.1,80.4,59.5,"LBR"
2000,70,15.1,28.1,24.1,"LBY"
2001,68,14.7,27.3,23.4,"LBY"
2002,66,14.3,26.5,22.7,"LBY"
2003,64,13.8,25.5,21.9,"LBY"
2004,61,13.2,24.4,21,"LBY"
2005,57,12.5,23.1,19.8,"LBY"
2006,55,11.7,21.7,18.6,"LBY"
2007,53,10.9,20.2,17.3,"LBY"
2008,52,10.1,18.8,16.1,"LBY"
2009,53,9.5,17.6,15.1,"LBY"
2010,53,9,16.6,14.2,"LBY"
2011,56,8.6,19.4,14.9,"LBY"
2012,55,8.1,15,12.9,"LBY"
2013,58,7.7,14.4,12.3,"LBY"
2014,63,7.4,13.8,11.8,"LBY"
2015,70,7.1,13.3,11.4,"LBY"
2016,73,6.9,12.8,11,"LBY"
2017,72,6.6,12.3,10.6,"LBY"
2018,NA,6.4,11.9,10.2,"LBY"
2019,NA,6.2,11.5,9.9,"LBY"
2000,86,11.4,18.4,15.6,"LCA"
2001,86,11.6,18.3,15.6,"LCA"
2002,90,11.8,18.2,15.6,"LCA"
2003,92,12,18.3,15.7,"LCA"
2004,89,12.2,18.3,15.8,"LCA"
2005,83,12.3,18.4,16,"LCA"
2006,82,12.3,18.6,16.1,"LCA"
2007,87,12.4,18.8,16.4,"LCA"
2008,93,12.5,19,16.6,"LCA"
2009,100,12.6,19.3,16.9,"LCA"
2010,109,12.7,19.7,17.3,"LCA"
2011,116,12.8,20,17.7,"LCA"
2012,116,12.8,20.4,18.1,"LCA"
2013,108,12.7,20.9,18.5,"LCA"
2014,104,12.6,21.4,19,"LCA"
2015,115,12.4,21.9,19.5,"LCA"
2016,117,12.4,22.4,20,"LCA"
2017,117,12.4,23,20.6,"LCA"
2018,NA,12.5,23.5,21.1,"LCA"
2019,NA,12.7,24,21.6,"LCA"
2000,96,16.2,33.2,27.5,NA
2001,94,15.5,31.6,26.3,NA
2002,94,14.8,30,25.1,NA
2003,93,14.1,28.6,23.9,NA
2004,93,13.5,27.3,22.9,NA
2005,90,13,26,21.9,NA
2006,89,12.5,24.9,21,NA
2007,88,12.1,23.9,20.1,NA
2008,87,11.8,22.9,19.3,NA
2009,87,11.4,22.1,18.6,NA
2010,85,11.2,24.7,19.1,NA
2011,82,10.9,20.5,17.4,NA
2012,80,10.6,19.9,16.9,NA
2013,79,10.3,19.3,16.4,NA
2014,78,10.1,18.7,15.9,NA
2015,77,10,18.3,15.5,NA
2016,76,10.1,18.3,15.6,NA
2017,74,9.8,17.5,14.9,NA
2018,NA,9.6,17.1,14.6,NA
2019,NA,9.4,16.6,14.2,NA
2000,763,41.9771002,135.4934107,85.24020111,NA
2001,738,40.85402158,130.2092565,82.25743071,NA
2002,719,39.71809512,124.7986358,79.21156815,NA
2003,695,38.61966147,119.4523993,76.22242605,NA
2004,668,37.55529365,114.2164469,73.30743938,NA
2005,635,36.54014045,109.2324478,70.5457306,NA
2006,607,35.58180747,104.4702532,67.94206388,NA
2007,581,34.62179809,99.91922375,65.42056324,NA
2008,560,33.74510311,96.69395234,63.52472129,NA
2009,540,32.87871954,91.48490983,60.90429846,NA
2010,520,32.072774,88.87322133,59.32133673,NA
2011,502,31.25891538,84.10788726,56.88961096,NA
2012,486,30.49523595,80.69517945,55.01304124,NA
2013,471,29.74980531,77.47061506,53.2748121,NA
2014,459,29.03046863,74.59981384,51.69869798,NA
2015,442,28.31983796,72.0240888,50.25013479,NA
2016,427,27.632981,69.31512935,48.76611812,NA
2017,415,26.96018427,66.95231094,47.32042009,NA
2018,NA,26.29520215,64.77646252,46.01501889,NA
2019,NA,25.67307445,62.67344302,44.77142153,NA
2000,845,41.8,145.2,89.2,NA
2001,817,40.8,139.6,86.2,NA
2002,796,39.8,133.8,83.1,NA
2003,770,38.8,128.1,80,NA
2004,738,37.9,122.5,77,NA
2005,700,36.9,117.2,74.2,NA
2006,668,36.1,112.2,71.5,NA
2007,638,35.2,107.4,69,NA
2008,613,34.4,102.8,66.6,NA
2009,590,33.6,98.5,64.4,NA
2010,567,32.8,94.6,62.5,NA
2011,547,32.1,90.8,60.4,NA
2012,529,31.4,87.7,58.7,NA
2013,513,30.7,84.5,57.1,NA
2014,501,30,81.6,55.5,NA
2015,482,29.4,78.7,53.9,NA
2016,467,28.8,75.7,52.4,NA
2017,453,28.2,72.8,50.8,NA
2018,NA,27.5,70.5,49.5,NA
2019,NA,27,68.2,48.2,NA
2000,NA,NA,NA,NA,"LIE"
2001,NA,NA,NA,NA,"LIE"
2002,NA,NA,NA,NA,"LIE"
2003,NA,NA,NA,NA,"LIE"
2004,NA,NA,NA,NA,"LIE"
2005,NA,NA,NA,NA,"LIE"
2006,NA,NA,NA,NA,"LIE"
2007,NA,NA,NA,NA,"LIE"
2008,NA,NA,NA,NA,"LIE"
2009,NA,NA,NA,NA,"LIE"
2010,NA,NA,NA,NA,"LIE"
2011,NA,NA,NA,NA,"LIE"
2012,NA,NA,NA,NA,"LIE"
2013,NA,NA,NA,NA,"LIE"
2014,NA,NA,NA,NA,"LIE"
2015,NA,NA,NA,NA,"LIE"
2016,NA,NA,NA,NA,"LIE"
2017,NA,NA,NA,NA,"LIE"
2018,NA,NA,NA,NA,"LIE"
2019,NA,NA,NA,NA,"LIE"
2000,56,9.7,16.5,14.2,"LKA"
2001,53,9.1,16,13.7,"LKA"
2002,50,8.5,15.5,13.4,"LKA"
2003,50,7.9,15.1,13,"LKA"
2004,48,7.6,28.9,17.7,"LKA"
2005,45,7,14.2,12.2,"LKA"
2006,47,6.9,13.5,11.6,"LKA"
2007,43,6.9,12.8,11,"LKA"
2008,42,6.8,12.2,10.5,"LKA"
2009,41,6.8,21.3,13.9,"LKA"
2010,38,6.4,11.4,9.8,"LKA"
2011,38,6.3,10.9,9.4,"LKA"
2012,37,6.1,10.4,8.9,"LKA"
2013,37,5.9,9.8,8.4,"LKA"
2014,36,5.5,9.3,7.9,"LKA"
2015,36,5.1,8.7,7.5,"LKA"
2016,36,4.8,8.2,7.1,"LKA"
2017,36,4.6,7.8,6.7,"LKA"
2018,NA,4.4,7.5,6.4,"LKA"
2019,NA,4.2,7.2,6.2,"LKA"
2000,422,38.9,93.2,65.4,NA
2001,412,37.8,89.8,63.3,NA
2002,401,36.7,86.5,61.2,NA
2003,388,35.6,83.3,59.2,NA
2004,375,34.5,80.6,57.3,NA
2005,359,33.6,77.1,55.2,NA
2006,344,32.6,74.1,53.4,NA
2007,331,31.8,71.3,51.6,NA
2008,320,30.9,69,50,NA
2009,310,30,65.9,48.1,NA
2010,301,29.1,63.9,46.6,NA
2011,292,28.3,61,44.9,NA
2012,284,27.5,58.7,43.4,NA
2013,276,26.7,56.7,42,NA
2014,270,25.9,54.7,40.7,NA
2015,264,25.2,52.9,39.5,NA
2016,257,24.6,51.2,38.3,NA
2017,253,23.9,49.5,37.1,NA
2018,NA,23.2,47.9,36,NA
2019,NA,22.5,46.4,34.9,NA
2000,379,33.36023506,83.45614185,57.96637283,NA
2001,371,32.35453834,80.50564151,56.03694978,NA
2002,363,31.32604785,77.481278,54.06598868,NA
2003,354,30.31363536,74.49600108,52.15183055,NA
2004,342,29.30561946,71.86707167,50.3639507,NA
2005,328,28.37756504,68.71825905,48.41730032,NA
2006,315,27.46054467,65.9658393,46.66697594,NA
2007,303,26.602416,63.29717149,44.95764464,NA
2008,293,25.80007724,60.93543851,43.39549262,NA
2009,284,24.98456463,58.20325621,41.73020931,NA
2010,274,24.20537014,56.11776739,40.33727737,NA
2011,266,23.45985462,53.649406,38.84470876,NA
2012,258,22.77478969,51.67731096,37.55642936,NA
2013,252,22.11672843,49.8110285,36.34929239,NA
2014,247,21.48703755,48.11389514,35.24593027,NA
2015,241,20.92053205,46.52706987,34.18082542,NA
2016,235,20.41639192,45.03196399,33.21680457,NA
2017,231,19.89868006,43.5743925,32.23513926,NA
2018,NA,19.41617131,42.25005057,31.34634663,NA
2019,NA,18.88550345,41.03338532,30.51231811,NA
2000,614,39.6,106.9,70,"LSO"
2001,633,39.9,108.8,70.5,"LSO"
2002,653,40.1,110.7,71.2,"LSO"
2003,671,40.2,112.7,72.2,"LSO"
2004,680,40.3,114.5,73,"LSO"
2005,679,40.5,116.1,74,"LSO"
2006,668,40.8,116.5,74.5,"LSO"
2007,652,41.1,114.3,73.8,"LSO"
2008,623,41.4,113,77.1,"LSO"
2009,607,41.7,104.2,73.6,"LSO"
2010,594,42,96.4,70.9,"LSO"
2011,585,42.4,93.9,69,"LSO"
2012,586,42.8,92.7,70.2,"LSO"
2013,583,43.5,92.6,71,"LSO"
2014,579,44.1,94.2,71.9,"LSO"
2015,574,44.7,94.6,72.6,"LSO"
2016,559,45.1,91.5,72.9,"LSO"
2017,544,45.2,91,73.1,"LSO"
2018,NA,45.1,90.6,72.1,"LSO"
2019,NA,44.8,90.9,71.4,"LSO"
2000,62,18.81336847,33.53700668,27.61762013,NA
2001,59,17.63851434,31.29122157,25.81505881,NA
2002,57,16.46524469,29.09232751,23.99173126,NA
2003,54,15.30255439,26.89272744,22.21416832,NA
2004,52,14.11662725,25.03750656,20.65192199,NA
2005,50,13.06187155,23.01650793,18.99849138,NA
2006,48,12.03385813,21.33466962,17.62705798,NA
2007,46,11.12287003,19.87007182,16.40481263,NA
2008,45,10.28222712,18.57036552,15.26947255,NA
2009,43,9.508717856,17.47741463,14.33212169,NA
2010,41,8.88381248,16.36936726,13.38867481,NA
2011,39,8.277255222,15.40299855,12.56983042,NA
2012,38,7.793667381,14.49599339,11.8225541,NA
2013,37,7.316583817,13.68600268,11.15988427,NA
2014,36,6.841185392,12.94451908,10.50869273,NA
2015,36,6.434364476,12.20938904,9.917998001,NA
2016,35,6.155484291,11.66048734,9.460431298,NA
2017,34,5.774939858,10.99233667,8.87335943,NA
2018,NA,5.46362185,10.44995711,8.412676403,NA
2019,NA,5.12971021,9.96841842,8.007919717,NA
2000,17,4.5,10.7,8.6,"LTU"
2001,16,4.4,10.3,8.2,"LTU"
2002,14,4.4,9.9,7.9,"LTU"
2003,14,4.5,9.5,7.6,"LTU"
2004,13,4.5,9.3,7.4,"LTU"
2005,14,4.4,9,7.3,"LTU"
2006,14,4.1,8.6,6.9,"LTU"
2007,14,3.8,8,6.5,"LTU"
2008,13,3.4,7.3,5.9,"LTU"
2009,11,3.2,6.7,5.4,"LTU"
2010,10,2.9,6,4.9,"LTU"
2011,10,2.8,5.5,4.5,"LTU"
2012,10,2.6,5.2,4.2,"LTU"
2013,10,2.5,5,4.1,"LTU"
2014,9,2.4,4.9,4,"LTU"
2015,9,2.4,4.9,4,"LTU"
2016,8,2.4,4.8,3.9,"LTU"
2017,8,2.3,4.4,3.6,"LTU"
2018,NA,2.2,4,3.3,"LTU"
2019,NA,2,3.6,2.9,"LTU"
2000,10,2.3,4.5,3.7,"LUX"
2001,10,2.2,4.2,3.5,"LUX"
2002,9,2,4,3.3,"LUX"
2003,8,1.9,3.8,3.1,"LUX"
2004,8,1.8,3.5,2.9,"LUX"
2005,9,1.7,3.4,2.8,"LUX"
2006,9,1.7,3.2,2.6,"LUX"
2007,8,1.6,3.1,2.5,"LUX"
2008,6,1.6,3,2.4,"LUX"
2009,7,1.6,2.9,2.4,"LUX"
2010,8,1.5,2.8,2.3,"LUX"
2011,8,1.5,2.8,2.3,"LUX"
2012,7,1.5,2.8,2.3,"LUX"
2013,6,1.6,2.8,2.3,"LUX"
2014,6,1.6,2.8,2.3,"LUX"
2015,5,1.6,2.8,2.3,"LUX"
2016,5,1.6,2.8,2.3,"LUX"
2017,5,1.7,2.8,2.3,"LUX"
2018,NA,1.7,2.8,2.3,"LUX"
2019,NA,1.7,2.8,2.3,"LUX"
2000,34,7.1,14.2,11.5,"LVA"
2001,35,6.6,13.3,10.8,"LVA"
2002,33,6.2,12.6,10.2,"LVA"
2003,34,5.9,11.9,9.7,"LVA"
2004,32,5.6,11.2,9.2,"LVA"
2005,30,5.4,10.5,8.6,"LVA"
2006,32,5.2,9.8,8.1,"LVA"
2007,32,5,9.3,7.7,"LVA"
2008,29,4.8,8.8,7.3,"LVA"
2009,28,4.5,8.3,6.9,"LVA"
2010,26,4.2,7.8,6.5,"LVA"
2011,26,3.9,7.2,6.1,"LVA"
2012,23,3.5,6.6,5.6,"LVA"
2013,27,3.2,6,5.1,"LVA"
2014,24,2.9,5.5,4.6,"LVA"
2015,23,2.7,5,4.3,"LVA"
2016,26,2.6,4.7,4,"LVA"
2017,19,2.4,4.4,3.8,"LVA"
2018,NA,2.4,4.2,3.6,"LVA"
2019,NA,2.3,4.1,3.5,"LVA"
2000,NA,NA,NA,NA,"MAC"
2001,NA,NA,NA,NA,"MAC"
2002,NA,NA,NA,NA,"MAC"
2003,NA,NA,NA,NA,"MAC"
2004,NA,NA,NA,NA,"MAC"
2005,NA,NA,NA,NA,"MAC"
2006,NA,NA,NA,NA,"MAC"
2007,NA,NA,NA,NA,"MAC"
2008,NA,NA,NA,NA,"MAC"
2009,NA,NA,NA,NA,"MAC"
2010,NA,NA,NA,NA,"MAC"
2011,NA,NA,NA,NA,"MAC"
2012,NA,NA,NA,NA,"MAC"
2013,NA,NA,NA,NA,"MAC"
2014,NA,NA,NA,NA,"MAC"
2015,NA,NA,NA,NA,"MAC"
2016,NA,NA,NA,NA,"MAC"
2017,NA,NA,NA,NA,"MAC"
2018,NA,NA,NA,NA,"MAC"
2019,NA,NA,NA,NA,"MAC"
2000,NA,NA,NA,NA,"MAF"
2001,NA,NA,NA,NA,"MAF"
2002,NA,NA,NA,NA,"MAF"
2003,NA,NA,NA,NA,"MAF"
2004,NA,NA,NA,NA,"MAF"
2005,NA,NA,NA,NA,"MAF"
2006,NA,NA,NA,NA,"MAF"
2007,NA,NA,NA,NA,"MAF"
2008,NA,NA,NA,NA,"MAF"
2009,NA,NA,NA,NA,"MAF"
2010,NA,NA,NA,NA,"MAF"
2011,NA,NA,NA,NA,"MAF"
2012,NA,NA,NA,NA,"MAF"
2013,NA,NA,NA,NA,"MAF"
2014,NA,NA,NA,NA,"MAF"
2015,NA,NA,NA,NA,"MAF"
2016,NA,NA,NA,NA,"MAF"
2017,NA,NA,NA,NA,"MAF"
2018,NA,NA,NA,NA,"MAF"
2019,NA,NA,NA,NA,"MAF"
2000,188,28.4,52.3,43.9,"MAR"
2001,174,27.7,50.1,42.3,"MAR"
2002,162,27,48,40.6,"MAR"
2003,152,26.2,45.9,39,"MAR"
2004,142,25.5,43.7,37.2,"MAR"
2005,131,24.6,41.5,35.5,"MAR"
2006,121,23.7,39.3,33.6,"MAR"
2007,113,22.8,37.1,31.8,"MAR"
2008,106,21.7,35,30.1,"MAR"
2009,99,20.5,33,28.4,"MAR"
2010,92,19.3,31.2,26.8,"MAR"
2011,86,18.2,29.5,25.3,"MAR"
2012,81,17.2,27.8,23.9,"MAR"
2013,78,16.2,26.3,22.6,"MAR"
2014,76,15.3,24.9,21.3,"MAR"
2015,74,14.5,23.5,20.2,"MAR"
2016,72,13.8,22.3,19.1,"MAR"
2017,70,13.1,21.2,18.2,"MAR"
2018,NA,12.5,20.3,17.4,"MAR"
2019,NA,12,19.5,16.7,"MAR"
2000,NA,2.8,5.2,4.2,"MCO"
2001,NA,2.7,5,4.1,"MCO"
2002,NA,2.6,4.8,4,"MCO"
2003,NA,2.5,4.7,3.8,"MCO"
2004,NA,2.5,4.6,3.7,"MCO"
2005,NA,2.4,4.5,3.6,"MCO"
2006,NA,2.4,4.4,3.6,"MCO"
2007,NA,2.3,4.3,3.5,"MCO"
2008,NA,2.2,4.2,3.4,"MCO"
2009,NA,2.2,4.1,3.3,"MCO"
2010,NA,2.2,4,3.3,"MCO"
2011,NA,2.1,3.9,3.2,"MCO"
2012,NA,2.1,3.8,3.1,"MCO"
2013,NA,2,3.7,3,"MCO"
2014,NA,1.9,3.6,3,"MCO"
2015,NA,1.9,3.5,2.9,"MCO"
2016,NA,1.8,3.4,2.8,"MCO"
2017,NA,1.8,3.3,2.7,"MCO"
2018,NA,1.7,3.2,2.6,"MCO"
2019,NA,1.7,3.1,2.5,"MCO"
2000,44,20.4,31.5,26.2,"MDA"
2001,39,18.7,28.6,23.9,"MDA"
2002,38,17.1,25.8,21.7,"MDA"
2003,36,15.6,23.3,19.8,"MDA"
2004,32,14.5,21.5,18.3,"MDA"
2005,34,13.8,20.1,17.1,"MDA"
2006,31,13.3,19,16.3,"MDA"
2007,31,13,18.3,15.7,"MDA"
2008,29,12.8,17.8,15.3,"MDA"
2009,28,12.7,17.4,15,"MDA"
2010,29,12.6,17.1,14.7,"MDA"
2011,21,12.4,16.8,14.5,"MDA"
2012,22,12.2,16.5,14.2,"MDA"
2013,21,12,16.3,14,"MDA"
2014,23,11.7,16,13.7,"MDA"
2015,22,11.5,15.8,13.6,"MDA"
2016,20,11.3,15.5,13.3,"MDA"
2017,19,11.2,15.3,13.1,"MDA"
2018,NA,11,15,12.9,"MDA"
2019,NA,10.8,14.8,12.7,"MDA"
2000,559,30.7,105.4,67.5,"MDG"
2001,552,29.9,100.8,64.9,"MDG"
2002,547,29.2,96.5,62.5,"MDG"
2003,543,28.5,92.4,60.2,"MDG"
2004,539,27.9,88.5,58,"MDG"
2005,526,27.3,84.8,55.9,"MDG"
2006,513,26.7,81.3,53.9,"MDG"
2007,503,26,77.9,52,"MDG"
2008,491,25.5,74.8,50.3,"MDG"
2009,474,24.9,72,48.6,"MDG"
2010,453,24.4,69.3,47.1,"MDG"
2011,432,24,67,45.8,"MDG"
2012,413,23.6,64.8,44.6,"MDG"
2013,394,23.1,62.7,43.4,"MDG"
2014,378,22.7,60.8,42.3,"MDG"
2015,363,22.3,59,41.3,"MDG"
2016,348,21.9,57.2,40.3,"MDG"
2017,335,21.5,55.5,39.3,"MDG"
2018,NA,21.1,53.7,38.2,"MDG"
2019,NA,20.7,51.9,37.2,"MDG"
2000,125,22.4,39,31.7,"MDV"
2001,111,20,34.6,28.5,"MDV"
2002,105,17.5,30.7,25.5,"MDV"
2003,97,15.3,27.1,22.8,"MDV"
2004,89,13.6,26.9,21.4,"MDV"
2005,75,12.1,21.5,18.3,"MDV"
2006,71,10.9,19.3,16.5,"MDV"
2007,71,9.9,17.6,15.1,"MDV"
2008,72,9,16.1,13.8,"MDV"
2009,71,8.3,14.9,12.8,"MDV"
2010,67,7.7,13.9,11.9,"MDV"
2011,62,7,12.9,11.1,"MDV"
2012,60,6.5,12.1,10.4,"MDV"
2013,58,6.2,11.3,9.7,"MDV"
2014,56,5.9,10.5,9.1,"MDV"
2015,54,5.7,9.8,8.4,"MDV"
2016,54,5.5,9,7.7,"MDV"
2017,53,5.2,8.3,7.1,"MDV"
2018,NA,4.9,7.6,6.5,"MDV"
2019,NA,4.5,7,6,"MDV"
2000,96,21.2,42.9,34.4,NA
2001,92,20.6,40.9,32.9,NA
2002,88,20,39.1,31.6,NA
2003,91,19.5,37.3,30.3,NA
2004,85,18.9,35.5,29,NA
2005,82,18.3,33.9,27.8,NA
2006,82,17.7,32.3,26.6,NA
2007,77,17.1,30.9,25.5,NA
2008,69,16.5,29.5,24.4,NA
2009,66,15.8,28.3,23.5,NA
2010,63,15.3,27.3,22.7,NA
2011,61,14.8,26.6,22.1,NA
2012,60,14.4,26.7,21.8,NA
2013,59,13.9,26.4,21.4,NA
2014,61,13.5,25.7,20.8,NA
2015,59,13.1,24.9,20.3,NA
2016,58,12.8,24.2,19.7,NA
2017,57,12.6,22.9,19,NA
